5.283081034158041214e-03,1.190450297455764250e+01,9.978628944149416924e-01,2.785379155898566751e+03,7.387988831949827695e-01,3.734942522787434882e+02,1.112961212061969854e+04,8.104309005063182525e+00,9.071189119443580751e+00,1.643788162728589478e-03,1.578699936855085362e+00,-7.430044610918283832e-01,9.999882819122885014e-01
3.370316327928478146e-03,2.635970131890033930e+00,9.990494646723999672e-01,1.386697095046652066e+03,7.059087856172835407e-01,2.768849226559839849e+02,5.544152410054721258e+03,7.859440845948271637e+00,8.934777710015893604e+00,1.559391602466802173e-03,1.572436085147627338e+00,-7.040022189887973347e-01,9.999673772748962630e-01
2.461459054052609896e-01,4.603003476552179052e+01,9.928002402197980691e-01,3.196366480642615898e+03,6.773863046768495710e-01,9.319103962533775132e+01,1.273943588780494065e+04,5.234242838947081644e+00,6.901153218981288973e+00,1.688338184213374754e-03,2.416084528058534353e+00,-5.360892128772147824e-01,9.966736474998175721e-01
7.922589022458438601e-03,1.702354059979043299e+01,9.951401973327246298e-01,1.751739498488881054e+03,6.392041378239189386e-01,2.104859392105819609e+02,6.989934453355732330e+03,7.440711141956315444e+00,8.933669566016101626e+00,1.246258472157895768e-03,2.005729811437954702e+00,-6.320947090936057666e-01,9.998610821771015678e-01
1.135632968334936892e-03,1.688465570688093109e+01,9.960766011531603237e-01,2.151679106339319333e+03,4.686058444692102198e-01,3.187691462990903233e+02,8.589831769650398201e+03,8.327754500656029180e+00,1.080864191826810128e+01,8.000106723675792352e-04,2.903152024190854164e+00,-5.278728388241604730e-01,9.997617028976899523e-01
1.477295800851127165e-03,1.760198081748719545e+01,9.973656883781656379e-01,3.342147942183293708e+03,5.354731403273562673e-01,2.657424529290345276e+02,1.335098978791568516e+04,8.548803605662545380e+00,1.063078244885481993e+01,9.463626562653236225e-04,2.557878850757148825e+00,-5.987814005555980312e-01,9.999370504805603632e-01
2.895754921015381966e-03,1.456244649315023398e+00,9.993812307999199174e-01,1.176792147751112680e+03,7.010101517579765407e-01,1.948536191694811066e+02,4.705712346355132468e+03,7.907779752222521275e+00,9.039955814665361800e+00,2.015713526666159175e-03,1.626071431744506857e+00,-6.995325666648072316e-01,9.999670986355578828e-01
7.281768448941473501e-04,6.642054640912630248e+01,9.849599701504447857e-01,2.208498902632587942e+03,4.406008988623064671e-01,2.055651202756556017e+02,8.767575064121234391e+03,8.488605988262264646e+00,1.114193878557959749e+01,8.224484894878030840e-04,3.017841415253136539e+00,-5.153053117986053921e-01,9.997578273977116847e-01
8.824915641691217973e-04,5.495317157262562802e+01,9.865040518222678578e-01,2.036294284903626703e+03,4.563299320934505188e-01,2.233748123331009197e+02,8.090223968041891567e+03,8.368572505138232032e+00,1.091440750942937576e+01,8.498178550396723102e-04,2.912216043505698959e+00,-5.220992687679638644e-01,9.997529073765987206e-01
7.999119696627272208e-04,5.747592983770027786e+01,9.863404330771864403e-01,2.103798236765866932e+03,4.449032900987777706e-01,2.235912118683357335e+02,8.357717017225764721e+03,8.463102040012017824e+00,1.103781611940316054e+01,8.385095769836201475e-04,2.923175359694548447e+00,-5.241244096027334320e-01,9.997838796631612901e-01
7.143730248098685565e-02,1.036365964749789867e+02,9.902104058058384117e-01,5.293625754543940275e+03,6.207327329382397174e-01,1.820150549323906262e+02,2.107086642170079722e+04,7.184209806632653184e+00,8.962794894950260272e+00,1.149800477833386441e-03,2.403253032715849891e+00,-6.091857631187154176e-01,9.997915008437052720e-01
1.490550731582205831e-03,2.199720839997114652e+01,9.967304416977382786e-01,3.363908249715437705e+03,5.271214926330016759e-01,3.252127439547059566e+02,1.343363579046179439e+04,8.521805330190787231e+00,1.063425991864712827e+01,8.958794073838215882e-04,2.557201641159090322e+00,-5.923546868523965614e-01,9.999257780498542747e-01
2.684335379660758060e-03,4.510181007422006338e+00,9.981073147314766247e-01,1.191737209970732692e+03,6.801246248113568260e-01,1.975571236440858911e+02,4.762438658875504188e+03,7.940632373541161471e+00,9.252430487900870304e+00,1.602478000098227912e-03,1.788191337567807793e+00,-6.747463199977177251e-01,9.999548036640681925e-01
1.557723004621734426e-03,4.572398773049545895e+00,9.987934949718763056e-01,1.895067416087131278e+03,5.779327577529794757e-01,3.060831301634619876e+02,7.575697265575483470e+03,8.381178071823333298e+00,1.008595334781298902e+01,1.099724475756566795e-03,2.105949745178679944e+00,-6.366148823094042175e-01,9.999564577080891636e-01
3.023036052085004057e-03,3.006078166948564956e+01,9.969638457072953486e-01,4.951529570517823231e+03,6.224400696838831015e-01,2.519819450644254744e+02,1.977605750040182465e+04,8.513485674561595218e+00,1.014667393841860843e+01,1.236056007651759134e-03,2.186571352407671753e+00,-6.600506955721431313e-01,9.999748453028725059e-01
1.276846387167632733e-02,1.871445289434460335e+01,9.977681234661053278e-01,4.193356173858869624e+03,6.194446429656862430e-01,2.329303613732330973e+02,1.675471024254113581e+04,8.147335581601181431e+00,9.769977763720264718e+00,1.170151884337218388e-03,2.154764741477077195e+00,-6.541799763028341985e-01,9.999590873649522038e-01
1.884786031157825725e-03,7.627278945701612578e+00,9.959993251697799588e-01,9.533456495884111064e+02,5.022007449842017524e-01,3.761672194486914123e+02,3.805755319407937350e+03,7.658297154793364037e+00,9.915729282867374650e+00,8.844535389579051034e-04,2.578668689625236432e+00,-5.179775362993267462e-01,9.994530287511436129e-01
1.108355793073976603e-03,9.176318704257070635e+00,9.987512155011097903e-01,3.674409486686693526e+03,5.603262133068088735e-01,2.722933687648657042e+02,1.468846162804250343e+04,8.700590649828473744e+00,1.067462418734549701e+01,1.003532267948246829e-03,2.409199441131071318e+00,-6.181690168359341708e-01,9.999608140407597601e-01
5.021071978897155390e-03,5.307951576358410861e+00,9.992755922489233722e-01,3.664981308642113618e+03,6.416961278437863792e-01,2.529321766459991636e+02,1.465461728299210517e+04,8.261812121651846752e+00,9.704439296608542875e+00,1.460534257194687734e-03,2.073762831111349847e+00,-6.791912722348916187e-01,9.999742165321410248e-01
8.563945582890043415e-03,1.723462578102575193e+01,9.969462445226054959e-01,2.822718543699907968e+03,6.909187640238476646e-01,2.681181619931031719e+02,1.127363954901858961e+04,7.672248467089586299e+00,8.888324510556275371e+00,1.435466140510077574e-03,1.879443472772829971e+00,-6.910698220049179552e-01,9.999538124032358866e-01
1.043520848851886389e-03,3.142828990894750518e+01,9.904141438539082465e-01,1.639993994130069950e+03,4.201741030826899870e-01,3.268770147340703716e+02,6.528547686611331301e+03,8.228207853321691800e+00,1.100954323043271188e+01,6.554415598940502730e-04,3.212412147292145193e+00,-4.798163263555106917e-01,9.994674730871785373e-01
9.729363189109962269e-04,3.161455792052588265e+01,9.936911585542812508e-01,2.506789254693261682e+03,4.406743718957637501e-01,3.370639172019169791e+02,9.995542460852513614e+03,8.478797389152539665e+00,1.112665581669927839e+01,6.544793484160448416e-04,3.166929374307682288e+00,-5.163892876694218259e-01,9.997579301863834811e-01
2.699177784758401144e-03,2.653739978274646205e+01,9.962650767122479545e-01,3.553185966115897827e+03,6.014536779145831513e-01,2.918047039915005030e+02,1.418620646468085397e+04,8.451723529160860338e+00,1.019354378364400660e+01,1.096058910818214268e-03,2.336873215141241023e+00,-6.474034838099703704e-01,9.999677310402391717e-01
7.720275782522858978e-04,3.862906231983383520e+01,9.926690801292379351e-01,2.635956958969140942e+03,4.399349912579661459e-01,2.978710569192714956e+02,1.050519877355674544e+04,8.557616547125444839e+00,1.128242079038862400e+01,6.807869408573161661e-04,3.152353329020107786e+00,-5.104684198705743414e-01,9.997541563099662243e-01
8.671866979592960864e-04,1.442698856986412892e+01,9.969343032927666659e-01,2.353929038295508690e+03,4.378162960889143696e-01,2.566653370338193554e+02,9.401289164612182503e+03,8.450966824162835067e+00,1.101392042886770817e+01,8.137164021434392354e-04,2.919881880962345910e+00,-5.228199687254144745e-01,9.997629445608678944e-01
1.418522966081857059e-03,3.273370999574776619e+01,9.890235627272827568e-01,1.492237010273064243e+03,4.947612225251121765e-01,2.406814792124863516e+02,5.936214331096509341e+03,8.156092229523254744e+00,1.035953948863871332e+01,8.413728225608492484e-04,2.590694251838299600e+00,-5.561024649627115402e-01,9.998101873845244292e-01
2.376516855994090238e-03,4.164284844669027308e+01,9.881278063691902869e-01,1.754269764021127230e+03,5.428076022692602809e-01,3.317468894621350159e+02,6.975436207637823827e+03,8.043669408373201435e+00,1.016081056922769044e+01,9.291737161805551162e-04,2.628345957119130105e+00,-5.624468348806128670e-01,9.998057384261330727e-01
